Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SIGE,com.sige.app,sigeInit,main,Long Statement,The length of the statement "showMessageDialog(null`"Erro ao iniciar o SIGE.\n\n" + "Informe o Seguinte Erro ao Analista: " + e.toString()`"Erro"`ERROR_MESSAGE);" is 132.,20
SIGE,com.sige.app,sigeInit,main,Long Statement,The length of the statement "showMessageDialog(null`"Erro ao iniciar o banco de dados.\n\n" + "Informe o Seguinte Erro ao Analista: " + e.toString()`"Erro"`ERROR_MESSAGE);" is 142.,20
SIGE,com.sige.graficos,GraficoBarra,GraficoBarra,Magic Number,The method contains a magic number: 550,51
SIGE,com.sige.graficos,GraficoBarra,GraficoBarra,Magic Number,The method contains a magic number: 45,51
SIGE,com.sige.graficos,GraficoBarra,GraficoBarra,Magic Number,The method contains a magic number: 14,51
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Long Statement,The length of the statement "JFreeChart grafico=ChartFactory.createBarChart(titulo`"CANDIDATOS"`"PORCENTAGEM"`dados`PlotOrientation.HORIZONTAL`true`false`false);" is 132.,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Long Statement,The length of the statement "barRenderer.setSeriesItemLabelGenerator(x++`new StandardCategoryItemLabelGenerator("{2}" + "% " + resultado.getInt("votos") + " votos"`new DecimalFormat("0.00")`NumberFormat.getPercentInstance(new Locale("pt"`"BR"))));" is 218.,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Long Statement,The length of the statement "barRenderer.setSeriesItemLabelGenerator(x++`new StandardCategoryItemLabelGenerator("{2}" + "% " + dataBancoDadosVotacaoCargos.obterQuantidadeBranco(this.cargo`data) + " votos"`new DecimalFormat("0.00")`NumberFormat.getPercentInstance(new Locale("pt"`"BR"))));" is 259.,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Long Statement,The length of the statement "barRenderer.setSeriesItemLabelGenerator(x`new StandardCategoryItemLabelGenerator("{2}" + "% " + dataBancoDadosVotacaoCargos.obterQuantidadeNulo(this.cargo`data) + " votos"`new DecimalFormat("0.00")`NumberFormat.getPercentInstance(new Locale("pt"`"BR"))));" is 255.,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Magic Number,The method contains a magic number: 20,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Magic Number,The method contains a magic number: 14,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Magic Number,The method contains a magic number: 14,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Magic Number,The method contains a magic number: 14,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Magic Number,The method contains a magic number: 0.25,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Magic Number,The method contains a magic number: 0.25,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Magic Number,The method contains a magic number: 100,99
SIGE,com.sige.graficos,GraficoBarra,criaGraficoBarra,Magic Number,The method contains a magic number: 20,99
SIGE,com.sige.graficos,GraficoBarra,quantidadeCandidatos,Magic Number,The method contains a magic number: 2,179
SIGE,com.sige.graficos,GraficoBarra,criaConjuntoDados,Long Statement,The length of the statement "while (resultado.next()) dataSet.addValue(resultado.getInt("votos") * porcentagem`resultado.getString("candidato")`cargo);" is 122.,195
SIGE,com.sige.graficos,GraficoBarra,criaConjuntoDados,Magic Number,The method contains a magic number: 100.0,195
SIGE,com.sige.graficos,GraficoLinha,GraficoLinha,Magic Number,The method contains a magic number: 3,54
SIGE,com.sige.graficos,GraficoLinha,GraficoLinha,Magic Number,The method contains a magic number: 14,54
SIGE,com.sige.graficos,GraficoLinha,GraficoLinha,Magic Number,The method contains a magic number: 14,54
SIGE,com.sige.graficos,GraficoLinha,GraficoLinha,Magic Number,The method contains a magic number: 14,54
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Long Statement,The length of the statement "JFreeChart grafico=ChartFactory.createLineChart(titulo`null`"PORCENTAGEM"`dataset`PlotOrientation.VERTICAL`true`true`false);" is 124.,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 17,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 0.15,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 0.10,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 20,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 17,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 6,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 5.0,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 5.0,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 10.0,111
SIGE,com.sige.graficos,GraficoLinha,criaGraficoLinha,Magic Number,The method contains a magic number: 10.0,111
SIGE,com.sige.graficos,GraficoLinha,criaConjuntoDados,Long Statement,The length of the statement "dataSet.addValue((resultado.getInt("numero_votos") * porcentagem)`resultado.getString("nome_candidato")`descobreMes(dataPesquisas[x]));" is 135.,212
SIGE,com.sige.graficos,GraficoLinha,criaConjuntoDados,Magic Number,The method contains a magic number: 100.0,212
SIGE,com.sige.gui.ajuda,DialogoSobre,DialogoSobre,Magic Number,The method contains a magic number: 2,27
SIGE,com.sige.gui.ajuda,DialogoSobre,DialogoSobre,Magic Number,The method contains a magic number: 3,27
SIGE,com.sige.gui.ajuda,DialogoSobre,DialogoSobre,Magic Number,The method contains a magic number: 610,27
SIGE,com.sige.gui.ajuda,DialogoSobre,DialogoSobre,Magic Number,The method contains a magic number: 120,27
SIGE,com.sige.gui.ajuda,MenuAjuda,MenuAjuda,Magic Number,The method contains a magic number: 12,24
SIGE,com.sige.gui.ajuda,MenuAjuda,MenuAjuda,Magic Number,The method contains a magic number: 12,24
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Long Method,The method has 118 lines of code.,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Long Parameter List,The method has 5 parameters. ,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Long Statement,The length of the statement "if (caminhoImagem.equalsIgnoreCase("/icones/cadastro.png")) img=Toolkit.getDefaultToolkit().getImage(getClass().getResource(caminhoImagem));" is 140.,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 4,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 25,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 30,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 21,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 30,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 30,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 21,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 30,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 30,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 13,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 14,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 14,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 14,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 14,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 200,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,DialogoCadastrarCandidato,Magic Number,The method contains a magic number: 200,47
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,addFotoCandidato,Magic Number,The method contains a magic number: 200,222
SIGE,com.sige.gui.candidato,DialogoCadastrarCandidato,addFotoCandidato,Magic Number,The method contains a magic number: 200,222
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Complex Conditional,The conditional expression colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Partido").getModelIndex() || colIndex == getColumn("Cargo").getModelIndex() is complex.,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Long Statement,The length of the statement "if (colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Partido").getModelIndex() || colIndex == getColumn("Cargo").getModelIndex()) return false;" is 217.,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 2,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 34,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 30,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 2,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 19,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 2,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 8,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 5727320816550514929L,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 420,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 230,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 35,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 160,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 30,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 100,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 14,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,DialogoConsultarCandidato,Magic Number,The method contains a magic number: 14,39
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,isCellEditable,Complex Conditional,The conditional expression colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Partido").getModelIndex() || colIndex == getColumn("Cargo").getModelIndex() is complex.,95
SIGE,com.sige.gui.candidato,DialogoConsultarCandidato,isCellEditable,Long Statement,The length of the statement "if (colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Partido").getModelIndex() || colIndex == getColumn("Cargo").getModelIndex()) return false;" is 217.,95
SIGE,com.sige.gui.candidato.eventos,TratadorEventosCadastroCandidato,actionPerformed,Complex Method,Cyclomatic complexity of the method is 18,52
SIGE,com.sige.gui.candidato.eventos,TratadorEventosCadastroCandidato,actionPerformed,Long Method,The method has 107 lines of code.,52
SIGE,com.sige.gui.candidato.eventos,TratadorEventosCadastroCandidato,actionPerformed,Long Statement,The length of the statement "else if (caminhoImagem.equalsIgnoreCase("Recursos/Imagens/Default/cadastro.png")) new DialogoErro(gui`"Erro"`"Selecione uma Imagem Para o Candidato");" is 150.,52
SIGE,com.sige.gui.candidato.eventos,TratadorEventosCadastroCandidato,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.alterarCandidatoNovoNumero(gui.getNumeroAlterar()`Integer.parseInt(numero)`nome`partido`cargo`caminhoImagem);" is 127.,52
SIGE,com.sige.gui.candidato.eventos,TratadorEventosCadastroCandidato,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.alterarCandidatoCargo(gui.getCargoAlterar()`Integer.parseInt(numero)`nome`partido`cargo`caminhoImagem);" is 121.,52
SIGE,com.sige.gui.candidato.eventos,TratadorEventosCadastroCandidato,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.alterarCandidatoNovoNumeroCargo(gui.getCargoAlterar()`gui.getNumeroAlterar()`Integer.parseInt(numero)`nome`partido`cargo`caminhoImagem);" is 154.,52
SIGE,com.sige.gui.candidato.eventos,TratadorEventosCadastroCandidato,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.candidato.eventos,TratadorEventosCadastroCandidato,actionPerformed,Magic Number,The method contains a magic number: 2,52
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,pesquisaPorNumero,Magic Number,The method contains a magic number: 6,82
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,pesquisaPorNumero,Magic Number,The method contains a magic number: 4,82
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,pesquisaPorNumero,Magic Number,The method contains a magic number: 2,82
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,pesquisaPorNumero,Magic Number,The method contains a magic number: 3,82
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,pesquisaPorNome,Magic Number,The method contains a magic number: 4,121
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,pesquisaPorNome,Magic Number,The method contains a magic number: 2,121
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,pesquisaPorNome,Magic Number,The method contains a magic number: 3,121
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,mouseClicked,Magic Number,The method contains a magic number: 2,162
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,mouseClicked,Magic Number,The method contains a magic number: 2,162
SIGE,com.sige.gui.candidato.eventos,TratadorEventosConsultaCandidato,mouseClicked,Magic Number,The method contains a magic number: 3,162
SIGE,com.sige.gui.cargo,DialogoCadastrarCargo,DialogoCadastrarCargo,Magic Number,The method contains a magic number: 27,33
SIGE,com.sige.gui.cargo,DialogoCadastrarCargo,DialogoCadastrarCargo,Magic Number,The method contains a magic number: 30,33
SIGE,com.sige.gui.cargo,DialogoCadastrarCargo,DialogoCadastrarCargo,Magic Number,The method contains a magic number: 6,33
SIGE,com.sige.gui.cargo,DialogoCadastrarCargo,DialogoCadastrarCargo,Magic Number,The method contains a magic number: 3,33
SIGE,com.sige.gui.cargo,DialogoCadastrarCargo,DialogoCadastrarCargo,Magic Number,The method contains a magic number: 14,33
SIGE,com.sige.gui.cargo,DialogoCadastrarCargo,DialogoCadastrarCargo,Magic Number,The method contains a magic number: 14,33
SIGE,com.sige.gui.cargo,DialogoCadastrarCargo,DialogoCadastrarCargo,Magic Number,The method contains a magic number: 14,33
SIGE,com.sige.gui.cargo,DialogoCadastrarCargo,DialogoCadastrarCargo,Magic Number,The method contains a magic number: 14,33
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Complex Conditional,The conditional expression colIndex == getColumn("ID").getModelIndex() || colIndex == getColumn("NOME").getModelIndex() || colIndex == getColumn("DIGITOS").getModelIndex() is complex.,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Long Statement,The length of the statement "if (colIndex == getColumn("ID").getModelIndex() || colIndex == getColumn("NOME").getModelIndex() || colIndex == getColumn("DIGITOS").getModelIndex()) return false;" is 163.,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 33,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 5727320816550514929L,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 300,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 200,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 10,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 160,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 30,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 14,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,DialogoConsultarCargo,Magic Number,The method contains a magic number: 14,38
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,isCellEditable,Complex Conditional,The conditional expression colIndex == getColumn("ID").getModelIndex() || colIndex == getColumn("NOME").getModelIndex() || colIndex == getColumn("DIGITOS").getModelIndex() is complex.,72
SIGE,com.sige.gui.cargo,DialogoConsultarCargo,isCellEditable,Long Statement,The length of the statement "if (colIndex == getColumn("ID").getModelIndex() || colIndex == getColumn("NOME").getModelIndex() || colIndex == getColumn("DIGITOS").getModelIndex()) return false;" is 163.,72
SIGE,com.sige.gui.cargo.eventos,TratadorEventosCadastroCargo,actionPerformed,Complex Method,Cyclomatic complexity of the method is 13,43
SIGE,com.sige.gui.cargo.eventos,TratadorEventosCadastroCargo,actionPerformed,Magic Number,The method contains a magic number: 5,43
SIGE,com.sige.gui.cargo.eventos,TratadorEventosCadastroCargo,actionPerformed,Magic Number,The method contains a magic number: 5,43
SIGE,com.sige.gui.cargo.eventos,TratadorEventosConsultaCargo,mouseClicked,Magic Number,The method contains a magic number: 2,75
SIGE,com.sige.gui.cargo.eventos,TratadorEventosConsultaCargo,mouseClicked,Magic Number,The method contains a magic number: 2,75
SIGE,com.sige.gui.cargo.eventos,TratadorEventosConsultaCargo,pesquisaPorNome,Magic Number,The method contains a magic number: 3,100
SIGE,com.sige.gui.cargo.eventos,TratadorEventosConsultaCargo,pesquisaPorNome,Magic Number,The method contains a magic number: 2,100
SIGE,com.sige.gui,Janela,janelaAbrirArquivo,Long Parameter List,The method has 6 parameters. ,38
SIGE,com.sige.gui,JanelaPrincipal,JanelaPrincipal,Long Statement,The length of the statement "JLabel labelLogo=new JLabel(new ImageIcon(Toolkit.getDefaultToolkit().getImage(getClass().getResource("/icones/TSE.png"))));" is 124.,37
SIGE,com.sige.gui,JanelaPrincipal,JanelaPrincipal,Long Statement,The length of the statement "JLabel labelHelp=new JLabel(new ImageIcon(Toolkit.getDefaultToolkit().getImage(getClass().getResource("/icones/descricao.png"))));" is 130.,37
SIGE,com.sige.gui,JanelaPrincipal,JanelaPrincipal,Magic Number,The method contains a magic number: 12,37
SIGE,com.sige.gui,JanelaPrincipal,JanelaPrincipal,Magic Number,The method contains a magic number: 720,37
SIGE,com.sige.gui,JanelaPrincipal,JanelaPrincipal,Magic Number,The method contains a magic number: 650,37
SIGE,com.sige.gui,MenuCadastro,MenuCadastro,Magic Number,The method contains a magic number: 12,26
SIGE,com.sige.gui,MenuCadastro,MenuCadastro,Magic Number,The method contains a magic number: 12,26
SIGE,com.sige.gui,MenuCadastro,MenuCadastro,Magic Number,The method contains a magic number: 12,26
SIGE,com.sige.gui,MenuCadastro,MenuCadastro,Magic Number,The method contains a magic number: 12,26
SIGE,com.sige.gui,MenuListagem,MenuListagem,Magic Number,The method contains a magic number: 12,28
SIGE,com.sige.gui,MenuListagem,MenuListagem,Magic Number,The method contains a magic number: 12,28
SIGE,com.sige.gui,MenuListagem,MenuListagem,Magic Number,The method contains a magic number: 12,28
SIGE,com.sige.gui,MenuListagem,MenuListagem,Magic Number,The method contains a magic number: 12,28
SIGE,com.sige.gui,ShadowBorder,paintBorder,Long Parameter List,The method has 6 parameters. ,33
SIGE,com.sige.gui.ferramentas,DialogoBanco,DialogoBanco,Magic Number,The method contains a magic number: 8,30
SIGE,com.sige.gui.ferramentas,DialogoBanco,DialogoBanco,Magic Number,The method contains a magic number: 30,30
SIGE,com.sige.gui.ferramentas,DialogoBanco,DialogoBanco,Magic Number,The method contains a magic number: 14,30
SIGE,com.sige.gui.ferramentas,DialogoBanco,DialogoBanco,Magic Number,The method contains a magic number: 14,30
SIGE,com.sige.gui.ferramentas,MenuFerramentas,MenuFerramentas,Magic Number,The method contains a magic number: 12,25
SIGE,com.sige.gui.ferramentas,MenuFerramentas,MenuFerramentas,Magic Number,The method contains a magic number: 12,25
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,limparBanco,Empty catch clause,The method has an empty catch block.,101
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,limparBanco,Magic Number,The method contains a magic number: 5,101
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,limparBanco,Magic Number,The method contains a magic number: 5,101
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,limparBanco,Magic Number,The method contains a magic number: 5,101
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Method,The method has 226 lines of code.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "if (banco > 0) op=JOptionPane.showConfirmDialog(dialogoBanco`"O Banco Ja Esta Populado. Gostaria de Limpa-lo e Popula-lo?");" is 124.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(13`"DILMA ROUSSEF"`"PT"`"PRESIDENTE"`"Recursos//Imagens//Default//Candidatos//DILMA.jpg");" is 127.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(45`"JOSE SERRA"`"PMDB"`"PRESIDENTE"`"Recursos//Imagens//Default//Candidatos//JOSE.jpg");" is 125.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(15`"AGUINALDO TERRA"`"PSDB"`"PRESIDENTE"`"Recursos//Imagens//Default//Candidatos//AGUINALDO.jpg");" is 135.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(13`"ANTONIO ANASTASIA"`"PT"`"GOVERNADOR"`"Recursos//Imagens//Default//Candidatos//ANTONIO.jpg");" is 133.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(45`"AECIO NEVES"`"PMDB"`"GOVERNADOR"`"Recursos//Imagens//Default//Candidatos//AECIO.jpg");" is 127.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(13`"DANUZA BIAS FORTES"`"PT"`"PREFEITO"`"Recursos//Imagens//Default//Candidatos//DANUZA.jpg");" is 131.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(45`"MARTIM ANDRADA"`"PMDB"`"PREFEITO"`"Recursos//Imagens//Default//Candidatos//MARTIM.jpg");" is 129.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(13`"FRANK AGUIAR"`"PT"`"DEPUTADO FEDERAL"`"Recursos//Imagens//Default//Candidatos//FRANK.jpg");" is 132.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(4555`"ROMARIO"`"PMDB"`"DEPUTADO FEDERAL"`"Recursos//Imagens//Default//Candidatos//ROMARIO.jpg");" is 133.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Long Statement,The length of the statement "dataBaseCandidato.adicionarCandidato(1555`"TIRIRICA"`"PSDB"`"DEPUTADO FEDERAL"`"Recursos//Imagens//Default//Candidatos//TIRIRICA.jpg");" is 135.,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 3,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 4,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 2,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
SIGE,com.sige.gui.ferramentas.eventos,TratadorEventosBancoDados,actionPerformed,Magic Number,The method contains a magic number: 5,119
